_id,title,rating,year,users_rating,votes,metascore,description,runtime,codirector,director,cogenre,genre,mainactor,secactor,seclanguage,vose,country,seccountry
62920b30f70f528bb91f8b90,Firehouse Dog,PG,2007,5.5,5474,43,"Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",111 min,,Todd Holland,Comedy,Action,Josh Hutcherson,Bruce Greenwood,,English,USA,Canada
62920b30f70f528bb91f8b91,The Transfiguration,Not Rated,2016,6.0,3299,65,"When troubled teen Milo, who has a fascination with vampire lore, meets the equally alienated Sophie, the two form a bond that begins to blur Milo's fantasy into reality.",97 min,,Michael O'Shea,Horror,Drama,Eric Ruffin,Karin Cherches,,English,USA,
62920b30f70f528bb91f8b92,Keep the Change,Not Rated,2017,6.3,762,73,"A New York City romantic comedy, Keep the Change is the unlikely love story of two people who meet in a support group.",94 min,,Rachel Israel,Romance,Comedy,Jessica Walter,Christina Brucato,,English,USA,
62920b30f70f528bb91f8b93,Saving Grace B. Jones,R,2009,5.3,270,24,In a 1950s-era Missouri town the life of a couple is thrown into chaos when the husband's sister is released from the local asylum and comes to live with the family.,116 min,,Connie Stevens,Thriller,Drama,Michael Biehn,Tatum O'Neal,,English,USA,
62920b30f70f528bb91f8b94,Panic,R,2000,6.6,7898,77,"Alex, a hit man, tries to get out of the family business, but his father won't let him do so. While seeking the help of a therapist, he meets a sexually charged 23-year-old woman with whom he falls in love.",88 min,,Henry Bromell,Crime,Comedy,William H. Macy,John Ritter,,English,USA,
62920b30f70f528bb91f8b95,The Wendell Baker Story,PG-13,2005,5.6,5522,44,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,99 min,Luke Wilson,Andrew Wilson,Drama,Comedy,Luke Wilson,Eva Mendes,Spanish,English,Germany,USA
62920b30f70f528bb91f8b96,Wassup Rockers,R,2005,6.0,4605,56,"Instead of adhering to the norms of their South Central neighborhood, a group of skater boys opt to bus into Hollywood and Beverly Hills, where they attract local rich girls - and plenty of...",111 min,,Larry Clark,Drama,Comedy,Jonathan Velasquez,Francisco Pedrasa,English,Spanish,USA,
62920b30f70f528bb91f8b97,Simon Killer,Not Rated,2012,6.3,4015,63,"A recent college graduate flees to Paris after a break-up, where his involvement with a prostitute begins to reveal a potentially dark recent past.",101 min,,Antonio Campos,Thriller,Drama,Brady Corbet,Nicolas Ronchi,French,English,USA,France
62920b30f70f528bb91f8b98,Trust the Man,R,2005,5.7,8323,43,"After much drama, cheating, and trial separations, two men fight to save their respective relationships.",103 min,,Bart Freundlich,Drama,Comedy,David Duchovny,Julianne Moore,,English,USA,
62920b30f70f528bb91f8b99,The Motel Life,R,2012,5.9,3404,61,A pair of working-class brothers flee their Reno Motel after getting involved in a fatal hit-and-run accident.,85 min,Gabe Polsky,Alan Polsky,Drama,Animation,Emile Hirsch,Stephen Dorff,,English,USA,
62920b30f70f528bb91f8b9a,A Madea Christmas,PG-13,2013,4.8,5713,28,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,100 min,,Tyler Perry,Drama,Comedy,Tyler Perry,Anna Maria Horsford,,English,USA,
62920b30f70f528bb91f8b9b,Contracted: Phase II,Not Rated,2015,5.1,4221,35,Riley searches for a cure to the virus that took over Samantha before it consumes him and the entire world.,78 min,,Josh Forbes,Horror,Drama,Matt Mercer,Marianna Palka,,English,USA,
62920b30f70f528bb91f8b9c,About Adam,R,2000,5.8,6252,64,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.",97 min,,Gerard Stembridge,Romance,Comedy,Tommy Tiernan,Kate Hudson,French,English,Ireland,UK
62920b30f70f528bb91f8b9d,Little Accidents,Not Rated,2014,5.8,3416,56,"In a small American town still living in the shadow of a terrible coal mine accident, the disappearance of a teenage boy draws together a surviving miner, the lonely wife of a mine executive, and a local boy in a web of secrets.",105 min,,Sara Colangelo,,Drama,Boyd Holbrook,Randy Springer,,English,USA,
62920b30f70f528bb91f8b9e,Mrs. Parker and the Vicious Circle,R,1994,6.4,4159,66,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",125 min,,Alan Rudolph,Drama,Biography,Jennifer Jason Leigh,Campbell Scott,,English,USA,Canada
62920b30f70f528bb91f8b9f,Tio Papi,PG,2013,6.0,141,44,"Wild bachelor Ray Ray Dominguez dreams of nothing more than a carefree life of indulgence in Miami, but his plans are abruptly changed when he becomes the legal guardian of his sister's six children.",87 min,,Fro Rojas,Drama,Comedy,Joey Dedio,Kelly McGillis,,English,USA,
62920b30f70f528bb91f8ba0,Two Weeks,R,2006,6.4,1868,44,"In this bittersweet comedy, four adult siblings gather at their dying mother's house in North Carolina for what they expect to be a quick, last goodbye. Instead, they find themselves trapped-- together -- for two weeks.",102 min,,Steve Stockman,Drama,Comedy,Sally Field,Ben Chaplin,,English,USA,
62920b30f70f528bb91f8ba1,Shadowboxer,R,2005,5.5,6468,33,"When an assassin is diagnosed with terminal cancer, she decides to carry out one final killing, assisted by her lover and stepson, Mikey (Cuba Gooding, Jr.).",93 min,,Lee Daniels,Crime,Action,Cuba Gooding Jr.,Helen Mirren,,English,USA,
62920b30f70f528bb91f8ba2,Night Owls,R,2015,6.2,2166,73,"Workaholic Kevin goes home with the beautiful train-wreck Madeline for a drunken one night stand, but he's horrified to discover she's actually his boss' jilted ex-mistress.",90 min,,Charles Hood,Drama,Comedy,Adam Pally,Rosa Salazar,,English,USA,
62920b30f70f528bb91f8ba3,King Jack,Not Rated,2015,7.0,2842,72,An underprivileged teenager bonds with his young cousin while facing off against a vicious bully.,81 min,,Felix Thompson,Drama,Adventure,Charlie Plummer,Cory Nichols,,English,USA,
62920b30f70f528bb91f8ba4,Things Change,PG,1988,7.0,3127,71,Shoe-shiner Gino is hired to take the rap for a mafia murder. Two-bit gangster Jerry watches over Gino and gives him a weekend to remember.,100 min,,David Mamet,Crime,Comedy,Don Ameche,Joe Mantegna,Italian,English,USA,
62920b30f70f528bb91f8ba5,Sold,PG-13,2016,6.8,1471,49,A girl risks everything for freedom after being trafficked from her mountain village in Nepal to a brothel in India.,94 min,,Jeffrey D. Brown,,Drama,Gillian Anderson,David Arquette,Hindi,English,USA,India
62920b30f70f528bb91f8ba6,Downloading Nancy,Not Rated,2008,5.8,2648,19,"An unhappy wife orders a guy she meets over the Internet to kill her, but the two of them fall in love.",102 min,,Johan Renck,Thriller,Drama,Maria Bello,Rufus Sewell,,English,USA,Canada
62920b30f70f528bb91f8ba7,Murder-Set-Pieces,R,2004,3.7,3953,13,"A fashion photographer exposes his demented childhood and zooms his evil lens on the oldest profession under the moon, in quite possibly the most notorious serial killer film ever made.",105 min,,Nick Palumbo,,Horror,Sven Garrett,Cerina Vincent,German,English,USA,
62920b30f70f528bb91f8ba8,The Vessel,PG-13,2016,5.3,1037,67,"Ten years after a tsunami destroyed a small-town elementary school with all the children inside, a young man builds a mysterious structure out of the school's remains, setting the town aflame with passions long forgotten.",86 min,,Julio Quintana,,Drama,Lucas Quintana,Martin Sheen,Spanish,English,Puerto Rico,USA
62920b30f70f528bb91f8ba9,Big Trouble,R,1986,5.2,19466,70,Insurance agent plots with client to kill her nutty husband.,93 min,,John Cassavetes,,Comedy,Peter Falk,Alan Arkin,,English,USA,
62920b30f70f528bb91f8baa,Imprisoned,R,2018,5.0,111,28,"Dylan attempts to move on from his former life as a criminal, with his true love, Maria. He soon realizes that his past will continue to haunt him, when he learns the new local prison warden has not forgiven him for an old crime.",104 min,,Paul Kampf,Thriller,Drama,Laurence Fishburne,Esai Morales,,English,USA,
62920b30f70f528bb91f8bab,Hell Is for Heroes,Approved,1962,6.9,6200,76,Small squad must hold off German attack.,90 min,,Don Siegel,War,Drama,Steve McQueen,Bobby Darin,Polish,English,USA,
62920b30f70f528bb91f8bac,Vulgar,R,2000,5.3,3892,5,A man who performs as a children's birthday party clown tries to piece his life back together after being gang-raped.,87 min,,Bryan Johnson,Drama,Crime,Brian O'Halloran,Bryan Johnson,,English,USA,
62920b30f70f528bb91f8bad,Brighton Beach Memoirs,PG-13,1986,6.8,3135,54,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.",108 min,,Gene Saks,,Comedy,Jonathan Silverman,Blythe Danner,,English,USA,
62920b30f70f528bb91f8bae,Father of Invention,PG-13,2010,5.8,8118,36,"After 8 years in prison, inventor Robert Axle struggles to win over his estranged family and catch up on current technology as he works to once again become the king of the infomercial.",93 min,,Trent Cooper,Drama,Comedy,Kevin Spacey,Camilla Belle,,English,USA,
62920b30f70f528bb91f8baf,Mr. & Mrs. Bridge,PG-13,1990,6.6,2745,73,"Set during World War II, an upper-class family begins to fall apart due to the conservative nature of the patriarch and the progressive values of his children.",126 min,,James Ivory,,Drama,Paul Newman,Saundra McClain,French,English,UK,USA
62920b30f70f528bb91f8bb0,Against the Night,Not Rated,2017,4.7,796,26,"A group of friends sneak into an abandoned prison with the intention of making a ghost hunting video, until they start to go missing one by one.",85 min,,Brian Cavallaro,Mystery,Horror,Josh Cahn,Leah Holleran,,English,USA,
62920b30f70f528bb91f8bb1,Music Within,R,2007,7.3,5492,53,"The true story of Richard Pimentel, a brilliant public speaker with a troubled past, who returns from Vietnam severely hearing -impaired and finds a new purpose in his landmark efforts on the behalf of Americans with disabilities.",94 min,,Steven Sawalich,Comedy,Biography,Clint Jung,Melissa George,,English,USA,
62920b30f70f528bb91f8bb2,The Grand,R,2007,6.0,5366,57,An improvisational comedy using a handful of actors playing characters competing in an actual poker tournament.,104 min,,Zak Penn,,Comedy,Woody Harrelson,David Cross,,English,USA,
62920b30f70f528bb91f8bb3,The Mind's Eye,Not Rated,2015,4.6,1693,55,"Zack Connors and Rachel Meadows were born with incredible psychokinetic capabilities. When word of their supernatural talents gets out, they find themselves the prisoners of Michael Slovak,...",87 min,,Joe Begos,Horror,Action,Graham Skipper,Lauren Ashley Carter,,English,USA,
62920b31f70f528bb91f8bb4,Any Day Now,R,2012,7.5,5722,60,"In the 1970s, a gay couple fights a biased legal system to keep custody of the abandoned mentally handicapped teenager that comes to live under their roof.",98 min,,Travis Fine,,Drama,Alan Cumming,Garret Dillahunt,,English,USA,
62920b31f70f528bb91f8bb5,Winning,M,1969,6.0,1712,70,"Frank Capua is a rising star on the race circuit who dreams of winning the big one--the Indianapolis 500. But to get there he runs the risk of losing his wife Elora to his rival, Luther ...",123 min,,James Goldstone,Drama,Action,Paul Newman,Joanne Woodward,,English,USA,
62920b31f70f528bb91f8bb6,Free Ride,Not Rated,2013,5.6,2063,41,A single mom caught up in the Florida drug trade during the late 1970s tries to make a better life for her two girls.,86 min,,Shana Betz,Drama,Action,Anna Paquin,Liana Liberato,,English,USA,
62920b31f70f528bb91f8bb7,The Slugger's Wife,PG-13,1985,4.6,1016,29,"A major league star who is on the verge of breaking a record, meets a singer and they get married, but they have different goals, so they separate, jeopardizing his opportunity in sports and the possibility of making up with his wife.",105 min,,Hal Ashby,Music,Comedy,Michael O'Keefe,Rebecca De Mornay,,English,USA,
62920b31f70f528bb91f8bb8,The Comedy,Not Rated,2012,6.4,4592,46,"Indifferent to the notion of inheriting his father's estate, a restless, aging New Yorker passes time with his friends in games of mock sincerity and irreverence.",95 min,,Rick Alverson,Drama,Comedy,Tim Heidecker,Eric Wareheim,,English,USA,
62920b31f70f528bb91f8bb9,Speedway,G,1968,5.7,1904,53,Poor bookkeeping saddles stock car driver Steve Grayson with a huge bill for back taxes which hampers his ability to continue racing competitively.,94 min,,Norman Taurog,Musical,Comedy,Elvis Presley,Nancy Sinatra,,English,USA,
62920b31f70f528bb91f8bba,The Last Man,R,2000,5.299457504520795,553,32,"Alan, a timid anthropology graduate student is coming to terms with his fate as the last man on Earth, until he discovers Sarah, a beautiful, intelligent woman who can't stand that Alan is the last man she'll ever see.",95 min,,Harry Ralston,Comedy,Action,David Arnott,Jeri Ryan,,English,USA,
62920b31f70f528bb91f8bbb,The Walker,R,2007,5.8,5142,51,"An escort who caters to Washington, D.C.'s society ladies becomes involved in a murder case.",108 min,,Paul Schrader,Drama,Crime,Woody Harrelson,Kristin Scott Thomas,,English,USA,UK
62920b31f70f528bb91f8bbc,Krush Groove,R,1985,6.5,2763,37,The story of a man who has started a new hip-hop/rap label called Krush Groove.,97 min,,Michael Schultz,Drama,Comedy,Sheila E.,Joseph Simmons,,English,USA,
62920b31f70f528bb91f8bbd,My Blind Brother,R,2016,6.0,3503,60,The rivalry between two brothers reaches a fever pitch during a charity swim competition.,85 min,,Sophie Goodhart,Drama,Comedy,Adam Scott,Nick Kroll,,English,USA,
62920b31f70f528bb91f8bbe,Beware the Gonzo,TV-14,2010,6.4,1545,36,A young muckraker decides to start his own underground newspaper at his high school.,94 min,,Bryan Goluboff,Drama,Comedy,Ezra Miller,Zoë Kravitz,,English,USA,
62920b31f70f528bb91f8bbf,Songcatcher,PG-13,2000,7.2,3191,63,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in ...",109 min,,Maggie Greenwald,Music,Drama,Janet McTeer,Michael Davis,,English,USA,
62920b31f70f528bb91f8bc0,The Lightkeepers,PG,2009,5.5,657,41,"Set in the year 1912 on Cape Cod, a lighthouse keeper who has disavowed any association with females, must deal with the appearance of two attractive women who move into a nearby cottage for the summer.",97 min,,Daniel Adams,,Comedy,Richard Dreyfuss,Bruce Dern,,English,USA,
62920b31f70f528bb91f8bc1,August,R,2008,5.3,4003,39,"August centers on two brothers fighting to keep their start-up company afloat on Wall Street during August 2001, a month before the 9/11 terrorist attacks.",88 min,,Austin Chick,,Drama,Josh Hartnett,Naomie Harris,,English,USA,
62920b31f70f528bb91f8bc2,The Curse of Downers Grove,Not Rated,2015,4.5,1692,31,"A teen angst thriller at a high school gripped by an apparent curse that claims the life of a senior every year. Story follows a senior, Chrissie, who is skeptical, and another, Tracy, who believes that she may be the next victim.",89 min,,Derick Martini,Horror,Drama,Bella Heathcote,Lucas Till,,English,USA,
62920b31f70f528bb91f8bc3,Fay Grim,R,2006,6.2,4045,52,"A ten-years-later continuation of Hal Hartley's ""Henry Fool"", where Fay Grim (Posey) is coerced by a CIA agent (Goldblum) to try and locate notebooks that belonged to her fugitive ex-husband (Ryan). Published in them is information that could compromises the security of the U.S., causing Fay to first head to Paris to fetch them ...",118 min,,Hal Hartley,Comedy,Action,Parker Posey,D.J. Mendel,French,English,USA,Germany
62920b31f70f528bb91f8bc4,The Minus Man,R,1999,6.1,6209,56,A cold-blooded serial killer floats around the country and chooses his victims from people who complain about their lives and indicate a willingness to be killed. His murders are introduced...,111 min,,Hampton Fancher,Drama,Crime,Owen Wilson,Sheryl Crow,,English,USA,
62920b31f70f528bb91f8bc5,The 24th Day,R,2004,6.5,3457,29,Tom (Speedman) and Dan's (Marsden) one-night stand turns into an intense power-play between captor and captive.,92 min,,Tony Piccirillo,,Thriller,James Marsden,Scott Speedman,,English,USA,
62920b31f70f528bb91f8bc6,Maximum Impact,Not Rated,2017,2.0,742,16,The agents of the Federal Security Service of Russia and the US Secret Service are forced to work together to prevent a full-scale international crisis.,109 min,,Andrzej Bartkowiak,Comedy,Action,Alexander Nevsky,Kelly Hu,Russian,English,USA,Russia
62920b31f70f528bb91f8bc7,The Body,PG-13,2001,5.3,7182,21,A crucified body dated back to the first century A.D is uncovered at an ancient cave in Jerusalem. Trouble ensues as word spreads.,109 min,,Jonas McCord,Mystery,Drama,Antonio Banderas,Olivia Williams,Arabic,English,USA,Israel
62920b31f70f528bb91f8bc8,Closer to the Moon,Not Rated,2014,6.9,3820,47,A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,112 min,,Nae Caranfil,Crime,Comedy,Vera Farmiga,Mark Strong,,English,Romania,USA
62920b31f70f528bb91f8bc9,In the Mix,PG-13,2005,2.8,7909,31,"A successful DJ manages to rescue a powerful mobster one night. In order to repay him, the mobster gives him the task of protecting his daughter.",95 min,,Ron Underwood,Crime,Comedy,Usher Raymond,Chazz Palminteri,,English,USA,
62920b31f70f528bb91f8bca,Hells Angels on Wheels,Approved,1967,5.2,2079,49,"At first, gas station attendant Poet is happy when the Hell's Angels gang finally accepts him. But he's shocked when he learns just how brutal they are.",95 min,,Richard Rush,Drama,Crime,Adam Roarke,Jack Nicholson,,English,USA,
62920b31f70f528bb91f8bcb,Town & Country,R,2001,4.5,4604,34,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends ...",104 min,,Peter Chelsom,Romance,Comedy,Warren Beatty,Nastassja Kinski,,English,USA,
62920b31f70f528bb91f8bcc,Hellbent,R,2004,5.5,2287,45,"Halloween in West Hollywood, two guys making out in a park are interrupted by a serial killer. Later that night, a group of gay kids decide to visit to the site of the murders.",84 min,,Paul Etheredge,Thriller,Horror,Dylan Fergus,Bryan Kirkwood,,English,USA,
62920b31f70f528bb91f8bcd,Henry Fool,R,1997,7.2,6757,68,"Socially inept garbage man Simon is befriended by Henry Fool, a witty roguish, but talentless novelist. Henry opens a magical world of literature to Simon who turns his hand to writing the ...",137 min,,Hal Hartley,Drama,Comedy,Thomas Jay Ryan,James Urbaniak,,English,USA,
62920b31f70f528bb91f8bce,Your Friends & Neighbors,R,1998,6.3,7584,70,Unhappy couples fall apart and hop into other beds with other people.,100 min,,Neil LaBute,Drama,Comedy,Amy Brenneman,Aaron Eckhart,,English,USA,
62920b31f70f528bb91f8bcf,Equity,R,2016,5.5,3317,68,Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.,100 min,,Meera Menon,,Drama,Anna Gunn,James Purefoy,,English,USA,
62920b31f70f528bb91f8bd0,The Lodger,R,2009,5.7,4614,17,"A couple rents out a room to a mysterious young man, who may or may not be guilty of a series of grisly neighborhood murders.",96 min,,David Ondaatje,Drama,Crime,Alfred Molina,Hope Davis,,English,USA,
62920b31f70f528bb91f8bd1,The Virginity Hit,R,2010,4.6,3741,40,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to ...",86 min,Andrew Gurland,Huck Botko,,Comedy,Matt Bennett,Zack Pearlman,,English,USA,
62920b31f70f528bb91f8bd2,Things You Can Tell Just by Looking at Her,PG-13,2000,6.5,6404,76,Five California women struggle with personal problems as their own paths unwind in ways unexpected.,109 min,,Rodrigo García,Romance,Drama,Glenn Close,Cameron Diaz,,English,USA,
62920b31f70f528bb91f8bd3,The Big Kahuna,R,1999,6.6,13723,56,"Two veteran salesmen dissect a sales pitch to a particular client, through their young protégé.",90 min,,John Swanbeck,Comedy,Drama,Kevin Spacey,Danny DeVito,,English,USA,
62920b31f70f528bb91f8bd4,One Last Thing...,R,2005,6.6,3916,44,A young man with a terminal illness makes an unconventional request on local television.,93 min,,Alex Steyermark,Drama,Comedy,Michael Angarano,Matt Bush,,English,USA,
62920b31f70f528bb91f8bd5,Jake Speed,PG,1986,5.3,817,42,"In a world where, unbeknownst to the public, all famous pulp fiction heroes are real, one of them, Jake Speed, agrees to help desperate Margaret Winston save her sister from sadistic white slaver Sid, who's operating in Africa.",105 min,,Andrew Lane,Adventure,Action,Wayne Crawford,Dennis Christopher,French,English,USA,
62920b31f70f528bb91f8bd6,Silver City,R,2004,6.0,3790,47,The discovery of a corpse threatens to unravel a bumbling local politician's campaign for governor of Colorado.,128 min,,John Sayles,Drama,Comedy,Chris Cooper,Richard Dreyfuss,Spanish,English,USA,
62920b31f70f528bb91f8bd7,Novocaine,R,2001,5.8,10541,45,A dentist finds himself a murder suspect after a sexy patient seduces him & steals all of the drugs from his practice.,95 min,,David Atkins,Crime,Comedy,Chelcie Ross,Steve Martin,French,English,USA,
62920b31f70f528bb91f8bd8,State Property,R,2002,4.5,1863,9,"Frustrated with being broke, Beans (Beanie Sigel) decides that the only way to grasp the American Dream is to take it. The film follows Beans and his crew, the ABM, as they take over the ...",88 min,,Abdul Malik Abbott,Crime,Drama,Beanie Sigel,Omillio Sparks,,English,USA,
62920b31f70f528bb91f8bd9,Transylmania,R,2009,3.8,2535,8,"Spoof horror in which a group of college kids do a semester abroad in Romania and realise that if the partying doesn't kill them, the vampires just might!",92 min,Scott Hillenbrand,David Hillenbrand,Horror,Comedy,Oren Skoog,Josh Miller,,English,USA,
62920b31f70f528bb91f8bda,The Château,R,2001,5.2,758,54,Two brothers go to France to claim the chateau they have inherited.,91 min,,Jesse Peretz,Drama,Comedy,Sylvie Testud,Benjamin Tessier,French,English,USA,
62920b31f70f528bb91f8bdb,Haven,R,2004,5.8,6347,37,"On Friday the 13th, different people meet on Grand Cayman - a US money launderer and his daughter, a lawyer, a young fisherman in love with a rich man's daughter, other high school students, a crime gang etc.",115 min,,Frank E. Flowers,Drama,Crime,Razaaq Adoti,Orlando Bloom,,English,UK,Germany
62920b31f70f528bb91f8bdc,Trash Fire,R,2016,5.8,2791,42,"When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder.",91 min,,Richard Bates Jr.,Drama,Comedy,Adrian Grenier,Angela Trimbur,,English,USA,
62920b31f70f528bb91f8bdd,Stick,R,1985,5.8,1828,31,"Released from prison, Stick meets up with a friend and joins him on a job delivering a bag. His friend gets killed in the setup. Stick gets away and is ready to forget all and see his daughter, but they won't forget.",109 min,,Burt Reynolds,Crime,Action,Burt Reynolds,Candice Bergen,,English,USA,
62920b31f70f528bb91f8bde,Won't Back Down,PG,2012,6.5,6114,42,"Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.",121 min,,Daniel Barnz,,Drama,Maggie Gyllenhaal,Viola Davis,,English,USA,
62920b31f70f528bb91f8bdf,10th & Wolf,R,2006,6.3,6030,36,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",107 min,,Bobby Moresco,Drama,Crime,James Marsden,Giovanni Ribisi,Italian,English,USA,
62920b31f70f528bb91f8be0,A Horrible Way to Die,R,2010,5.2,3326,52,"An escaped murderer is in pursuit of his ex-girlfriend, who has fled to start a new life in a small town.",87 min,,Adam Wingard,Horror,Drama,AJ Bowen,Amy Seimetz,,English,USA,
62920b31f70f528bb91f8be1,Songs My Brothers Taught Me,Not Rated,2015,6.8,800,63,"With an older brother in jail and living with their single mother on Pine Ridge Reservation, Johnny and his sister Jashuan's lives develop new challenges when their absentee cowboy father ...",98 min,,Chloé Zhao,,Drama,John Reddy,Jashaun St. John,,English,USA,
62920b31f70f528bb91f8be2,Trouble in Mind,R,1985,6.6,1607,78,"The lives of an ex-con, a coffee-shop owner, and a young couple looking to make it rich intersect in the fictional and hypnotic Rain City.",111 min,,Alan Rudolph,Crime,Comedy,Kris Kristofferson,Keith Carradine,Korean,English,USA,
62920b31f70f528bb91f8be3,The Golden Bowl,R,2000,5.9,4164,62,A man marries an heiress for her money even though he is actually in love with her friend.,130 min,,James Ivory,Romance,Drama,Kate Beckinsale,James Fox,,English,USA,France
62920b31f70f528bb91f8be4,Girl Crazy,Passed,1943,6.8,1553,84,"A young philandering playboy is sent to a College, somewhere in the American West, and organizes a show, together with his sweetheart, to save the college from closure due to falling enrollments.",99 min,Busby Berkeley,Norman Taurog,Musical,Comedy,Mickey Rooney,Judy Garland,,English,USA,
62920b31f70f528bb91f8be5,Cold Souls,PG-13,2009,6.4,9411,69,"Paul is an actor who feels bogged down by his participation in a production of Chekov's play, Vanya.",101 min,,Sophie Barthes,Drama,Comedy,Paul Giamatti,Armand Schultz,Russian,English,USA,France
62920b31f70f528bb91f8be6,The Powerpuff Girls Movie,PG,2002,6.6,9054,65,The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil.,73 min,,Craig McCracken,Action,Animation,Cathy Cavadini,Tara Strong,,English,USA,
62920b31f70f528bb91f8be7,Interior. Leather Bar.,Not Rated,2013,5.1,2340,47,Filmmakers James Franco and Travis Mathews re-imagine the lost 40 minutes from,60 min,Travis Mathews,James Franco,,Drama,Val Lauren,Christian Patrick,,English,USA,
62920b31f70f528bb91f8be8,Bubble,R,2005,6.5,7594,63,"Set against the backdrop of a decaying Midwestern town, a murder becomes the focal point of three people who work in a doll factory.",73 min,,Steven Soderbergh,Drama,Crime,Debbie Doebereiner,Omar Cowan,,English,USA,
62920b31f70f528bb91f8be9,Whipped,R,2000,4.6,3880,10,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",82 min,,Peter M. Cohen,Romance,Comedy,Amanda Peet,Brian Van Holt,Italian,English,USA,
62920b31f70f528bb91f8bea,Strange Weather,R,2016,5.9,994,57,"A poignant, lyrical drama about a mother (Hunter), who, in an effort to deal with the grief over the death of her son, travels the back roads of the deep south to settle a score. A story of...",92 min,,Katherine Dieckmann,Drama,Adventure,Holly Hunter,Carrie Coon,,English,USA,
62920b31f70f528bb91f8beb,Baghead,R,2008,6.0,4180,62,"4 ""actors"" go to a cabin in the woods for the weekend to write a movie script. They talk about a relationship movie or a paper bag over the head movie. It starts with an anonymous baghead and slowly escalates.",84 min,Mark Duplass,Jay Duplass,Drama,Comedy,Steve Zissis,Ross Partridge,,English,USA,
62920b31f70f528bb91f8bec,The Safety of Objects,R,2001,6.5,4052,58,A series of overlapping stories about four suburban families dealing with different maladies. Esther Gold's life is consumed by caring for her comatose son; Jim Train is sent into a ...,121 min,,Rose Troche,,Drama,Glenn Close,Dermot Mulroney,,English,UK,USA
62920b31f70f528bb91f8bed,Copperhead,PG-13,2013,5.5,840,34,An Upstate New York family is torn apart during the American Civil War.,120 min,,Ron Maxwell,,Drama,François Arnaud,Lucy Boynton,,English,USA,
62920b31f70f528bb91f8bee,Soldiers of Fortune,R,2012,4.3,6944,19,"Wealthy thrill-seekers pay huge premiums to have themselves inserted into military adventures, only this time things don't go exactly to plan.",94 min,,Maxim Korostyshevsky,Thriller,Action,Christian Slater,Sean Bean,,English,Russia,USA
62920b31f70f528bb91f8bef,The Big Bang,R,2010,5.4,6764,25,A private detective is hired to find a missing stripper. A simple job turns complicated when everyone he questions ends up dead.,101 min,,Tony Krantz,Mystery,Action,Antonio Banderas,Thomas Kretschmann,,English,USA,
62920b31f70f528bb91f8bf0,Going Under,Unrated,2004,4.9,250,37,"Peter, a married psychotherapist, and Suzanne, a professional dominatrix, have been engaged in an affair of sensual dominance and submission in an S&M dungeon where they must abide by the ...",98 min,,Eric Werthman,,Drama,Geno Lechner,Roger Rees,,English,USA,
62920b31f70f528bb91f8bf1,Adventures in Public School,TV-14,2017,5.8,1710,65,A socially awkward home-schooled kid forces his way into public-school against his suffocating but loving mother's wishes.,86 min,,Kyle Rideout,,Comedy,Judy Greer,Daniel Doheny,Spanish,English,Canada,USA
62920b31f70f528bb91f8bf2,Amira & Sam,Not Rated,2014,6.1,2489,58,An army veteran's unlikely romance with an Iraqi immigrant is put to the test when she is faced with the prospect of deportation.,90 min,,Sean Mullin,Drama,Comedy,Martin Starr,Dina Shihabi,,English,USA,
62920b31f70f528bb91f8bf3,El Norte,R,1983,7.7,4640,67,Peasants escaping mindless labor and a murderous Guatemalan government head to America in hopes for something better.,141 min,,Gregory Nava,,Drama,Ernesto Gómez Cruz,David Villalpando,Maya,Spanish,UK,USA
